课	131190
帮	76247
赡	2573
孤	10611
寡	811
遗	61900
弃	51910
童	83642
八	262731
登	297437
破	90627
筛	16704
誉	27888
锁	20096
东	322333
算	400444
带	191732
批	870026
募	13466
股	197956
贷	174349
控	478448
账	93037
押	42520
灵	23522
循	63142
债	109038
券	72460
针	101452
休	93243
闲	43553
娱	19272
乐	88475
势	171180
搭	24104
状	113873
隔	28092
艺	124247
牌	183564
值	198640
乳	19264
粉	28599
奶	15295
画	13002
族	113020
订	202153
证	930581
硬	21844
柔	4617
字	165312
赶	7331
超	239368
启	84584
辅	49116
软	50035
救	319357
慢	23274
病	335221
购	319064
操	66548
子	358778
女	101881
播	99203
父	10698
母	23654
堂	35342
梯	39940
绿	222836
秩	49354
果	365718
停	170824
虚	49904
假	111913
欺	10572
诈	8090
返	32182
马	60296
跑	13792
慈	16844
志	236858
元	548424
弘	17704
扬	47987
尊	16537
爱	51527
趋	22429
景	105639
望	27485
告	565138
白	56744
书	488670
跟	49967
踪	48873
妇	61157
银	214625
青	149130
团	284495
悉	55518
如	287743
刻	23250
印	342235
章	292845
溯	28793
铁	135076
航	134858
军	137326
召	75237
副	343123
讨	33634
视	246596
也	82644
邀	22091
沟	64055
张	134080
秦	10996
钟	22075
华	262060
黄	127833
王	93184
林	468387
锐	4763
刘	59619
丽	32876
凌	8216
陆	36460
桂	29779
李	80697
斌	15272
洪	65714
朱	18474
咏	778
雷	25855
颖	6911
川	58582
涛	11378
陈	108532
左	33448
宁	106909
武	97732
吴	38686
艳	9260
胡	22695
江	316170
徐	23143
夏	30326
半	50172
抵	44061
仓	66468
车	546952
船	113739
舶	55333
份	197468
征	436852
努	69561
令	154899
克	35819
廉	65579
戒	36251
官	34938
僚	1695
遵	87477
守	111151
宪	10355
忠	18918
秉	2460
洁	78978
觉	32451
列	275329
首	73926
掌	46402
说	76191
汇	141331
暗	12435
阅	34643
媒	90507
段	245506
肃	60743
随	90824
越	42352
馈	41212
楚	10352
观	156369
异	79421
该	132833
撤	37926
命	79823
嫌	19513
贪	2461
污	413327
贿	6694
赂	4043
渎	4477
犯	67836
罪	59233
徇	7152
舞	22727
弊	9335
玩	10938
忽	8690
泄	15633
露	42525
刑	44296
阻	17870
弄	17220
伪	22691
匿	3356
毁	20835
灭	24643
述	80476
胁	9438
击	81851
陷	12348
万	453227
纵	13255
绕	78842
驱	16372
战	173379
略	117862
球	61882
焦	26716
载	115999
役	56571
每	306412
链	87269
杆	21590
微	95036
匠	4689
倡	31594
败	11513
初	152693
冠	23837
胆	4211
彰	46803
山	348666
西	323312
晋	38531
吉	25114
辽	20531
黑	49906
龙	405993
牡	1998
丹	12632
苏	32988
徽	72458
鞍	2713
湖	160105
德	97895
珠	26868
陶	10386
溪	95855
莱	3273
河	306553
郑	44040
州	656878
汉	57228
硚	392
株	8417
洲	37221
壮	38845
横	16311
庆	42926
贡	46836
云	83468
宾	15159
藏	38126
昌	145446
都	154345
甘	34615
掖	1365
疆	22516
吾	2583
尔	44304
喀	1846
什	8316
兵	76410
石	138700
厦	149765
港	149769
春	69116
汽	106016
盐	27639
浙	21267
莫	2666
仑	1493
肥	259107
泉	38244
峡	29189
岸	78992
阳	130388
恺	345
柳	11592
临	127895
陕	29001
宝	31156
鸡	10456
嘴	2200
垦	21648
涪	1427
陵	80186
榨	590
菜	57971
君	7314
油	207557
庄	55106
蒙	121393
古	140154
浩	24131
抚	26377
井	42248
哈	12325
滨	29558
虹	8517
桥	73130
杭	26776
蚌	2668
埠	5948
岛	33352
蓝	18318
洛	9883
襄	11245
岳	6159
矶	389
圳	11224
贵	66898
乌	22020
鲁	17795
木	67850
齐	55181
朝	11667
静	14506
走	50903
廊	20886
嘉	21977
侨	21046
莞	2419
松	33473
贸	208049
易	292157
博	66002
鳌	2178
版	112710
扎	41504
废	152495
释	45224
凡	44043
虽	6378
且	78898
沉	10376
厘	4476
嫁	2199
糊	1309
痕	2600
烈	20039
让	142929
懂	5399
够	42708
看	45086
闻	82280
晒	3601
昆	9765
丁	17891
蒋	5478
詹	2080
欧	10691
汤	5445
树	81039
师	363247
唐	18992
汪	6223
鸿	9142
雁	5740
诚	66254
缮	7054
摸	27020
挂	87752
械	102477
末	26657
止	230750
乱	45131
惩	51285
虐	722
侵	33627
抽	132541
冒	23816
骗	15835
挤	8971
占	129006
挪	16446
纷	27055
待	113702
班	140446
楼	88523
档	156921
始	49956
擅	42244
故	227391
演	71947
练	68030
染	319498
暴	19193
毒	84156
斗	19492
堡	6785
垒	4590
锋	14628
栏	59846
谨	3962
捏	886
谣	2337
言	27909
顿	31396
赋	15461
比	238201
念	70047
穿	14868
周	164089
披	14888
历	92939
卡	59753
奖	314339
伤	73836
只	35301
刀	3817
阶	113233
熟	27708
轨	28060
迈	5209
甚	4763
借	48126
鉴	93128
惯	8396
拟	95826
否	128033
敏	25653
致	92326
危	213931
坏	29926
拒	32147
仅	20236
屏	15835
蔽	2753
删	9837
误	24278
篡	3124
窃	2936
厉	41555
夯	11478
抗	65133
阐	2140
圈	16619
郊	13006
勤	38046
速	152171
缓	30185
拥	24219
堵	13182
枢	22160
纽	26077
赢	11546
串	5538
里	87265
距	28914
晚	9830
址	78500
敷	3930
架	37802
粤	20111
澳	33251
湾	54372
乘	22844
沿	64668
毗	2904
迁	119487
挖	30815
掘	24455
匹	9195
零	70510
辆	127102
盘	31887
溢	5031
谱	4558
塔	65574
萨	3381
斯	25314
坦	2397
壤	26235
亚	31634
丝	12653
绸	5304
固	126803
铸	5530
牢	27281
久	19353
扭	2215
刚	13982
倾	31483
斜	22928
遇	92468
递	40356
顶	27515
框	13122
杂	32301
塑	17833
袋	7802
胶	11838
幅	35871
箱	51943
纸	54535
填	106599
封	39703
尺	5940
寸	6236
寄	21425
溶	8878
剂	61763
劣	25081
拣	2081
被	207340
盟	95111
赛	143189
遴	10704
鲜	26323
货	143934
叠	4144
冷	32195
泡	2763
沫	1328
扣	93264
店	89533
净	38895
垃	155212
圾	155173
焚	9168
烧	27128
埋	9191
攻	55072
迫	17558
凝	26754
伙	15239
去	63447
馆	97951
渔	95923
捞	10071
籍	56617
册	132611
董	37251
胞	7966
刷	18021
潢	1482
像	27304
颁	34978
史	55830
悠	770
貌	18696
脉	4940
涵	34370
秀	96696
街	179154
拆	85581
盯	3614
薄	24351
弱	30207
雨	36528
雪	22156
雹	1368
世	56252
粮	174026
旱	32095
冰	17317
季	83470
森	75885
沙	36972
丘	7672
植	82556
温	60995
星	55511
飞	34547
催	6401
箭	1777
炮	3991
炉	28206
弹	8297
汛	43664
背	16156
雾	6173
聘	93296
骨	42134
巡	67504
淘	31762
汰	32076
芯	6448
爆	60613
炸	12143
累	35863
页	23066
逾	29393
隶	6135
伟	28054
肺	19209
炎	17715
奠	6905
祖	11332
讲	61086
浓	15537
厚	15367
禽	58478
饮	127508
坊	19764
厨	17040
亮	18885
灶	3573
巷	8678
膜	10030
畜	104706
粪	12476
秸	14955
秆	14822
厕	19479
孳	1343
寨	7578
杀	7625
吐	3177
痰	1191
洗	24181
佩	5195
戴	12268
罩	4845
咳	1416
嗽	1095
礼	13770
仪	37142
筷	249
糖	14311
野	30031
陋	1551
勺	192
拉	37633
拍	31023
酒	37591
膳	2971
血	45185
尿	6646
胖	806
锻	8473
炼	24084
碳	34956
珍	17642
惜	5230
绝	37193
舌	814
尖	6168
浪	18801
涝	13478
疏	31437
舒	5684
懈	4622
献	66257
滑	10946
坡	23898
挑	8989
旦	12310
午	25046
秋	20462
祥	17674
凸	3339
美	105550
敢	5829
腿	1944
唯	6050
凭	37058
脸	1733
恶	20871
巢	20773
诊	108479
慰	5845
藉	974
坐	12191
亲	29595
友	20966
签	165795
声	33454
歧	5914
歌	9658
览	40597
幕	8308
池	38701
朗	1939
怀	13479
辈	650
尝	1217
扑	11654
亡	39986
逻	4345
侦	10420
遂	1357
橙	5539
刊	30206
瞭	320
死	46853
迅	19041
宿	42131
孕	14456
牧	113219
饭	12777
吃	8344
喝	1088
衣	7161
赴	14647
盗	8671
劫	525
哄	2659
塞	7914
稿	22733
澄	3552
恤	7644
褒	1511
顷	88959
蔓	3759
遭	5619
巨	13850
酌	2677
携	10604
摩	14473
缺	59792
肇	5136
牺	2542
牲	5745
士	64614
衍	7199
御	15519
捐	26982
赠	23510
迎	18274
冬	24095
勇	25692
狠	11038
希	18123
荣	51567
胜	34906
拳	4229
氢	10070
脑	15811
濮	2097
漯	1774
鹤	6154
壁	10562
驾	46643
槛	5327
触	15299
湘	7244
潭	27225
咸	37198
紫	8611
搬	39320
碗	521
玛	2932
毕	82453
戍	373
浦	35475
田	152089
瞄	2608
痛	3189
帽	3590
浏	4711
勘	49650
枚	2123
吊	18301
迭	619
秒	3347
茬	742
倒	22283
逼	2515
缝	7135
隙	1145
刃	436
豁	1253
宏	32717
霖	2272
盛	14328
孙	16663
尧	1602
杜	21211
孟	4999
曹	14400
宇	16709
耕	75381
永	77575
塘	21439
这	55504
绷	505
弦	1063
侧	43112
巩	29695
纯	11679
扛	518
亿	116933
稻	16274
麦	10680
玉	38308
米	167489
棉	12599
蔬	27498
饲	28869
剩	16858
剔	1138
殖	96076
繁	25835
鱼	19990
荒	9313
芜	4047
虾	3237
蟹	938
坑	15292
遏	16180
搞	21448
千	61848
斤	6938
吨	73814
豆	7235
插	5572
籽	1643
粒	6206
瓶	15598
颈	6055
烘	3090
遥	5667
苟	291
瑞	17917
轮	49449
韩	10785
俊	14023
杰	16935
魏	7435
凤	16318
麟	2475
丛	1890
翁	5274
蔚	2119
贺	6673
贾	3614
杨	45269
剑	7770
甄	2195
截	36996
剧	22200
乙	38462
慑	3187
币	41604
苗	59384
拖	28758
欠	31041
盒	3078
烊	262
堆	16149
婚	19424
驶	54259
冲	19415
仁	14229
招	272226
佳	20034
伴	6064
洽	10180
雄	13671
琴	7450
宗	56157
揽	5476
俄	6309
抱	1333
鞋	5517
洋	90809
纺	17696
若	61975
床	59288
擦	2120
描	7598
挽	1092
曾	12483
烦	598
窟	1138
寺	7435
雕	4261
岩	265827
渗	9585
魅	1602
妆	11081
彩	25793
涂	23521
香	25260
写	69394
洞	15007
崖	1972
敦	3063
煌	3592
瞬	327
坛	11218
兰	39161
滞	13907
蓬	2790
勃	2161
潮	12774
擎	2377
瓦	25489
百	76297
右	30203
液	35553
寿	12960
铝	14990
镁	2604
纤	13795
稀	15555
磁	7026
仿	12764
锂	2622
镍	1628
钴	577
铂	442
伏	27795
缘	7272
泊	20428
桩	9073
蜂	2527
窝	3548
灯	18270
添	22356
盲	13082
僵	1891
尸	3261
梁	30557
瞻	3935
潜	24032
攀	2854
卓	8218
荐	75356
伦	12146
牟	1880
剽	442
佛	5468
卷	37841
邵	3709
冈	2300
荷	9761
吞	2335
坪	15994
姻	7126
男	30005
滩	11415
拼	5177
搏	2041
俱	6078
韧	980
勉	3949
乏	9259
忍	2557
漫	10777
硕	6803
矛	23194
盾	25448
簿	9089
夫	9297
妻	3022
偶	7466
绘	27050
矿	226967
孩	4930
纹	2031
杯	6339
兆	7467
肉	33262
蛋	8396
姓	27816
篮	12355
猪	49290
牛	30300
羊	22748
羽	4468
瘦	3110
贮	11276
苜	545
蓿	523
燕	13907
桑	3609
粕	314
喂	1868
兽	38522
贩	4854
屠	22769
宰	24205
迟	8642
丢	3882
瘟	2617
却	2934
舍	22466
旗	55868
兔	1392
铜	16333
锌	4174
菌	17563
耐	8554
涌	7261
概	24651
淆	540
禀	2549
么	9296
迹	14892
盈	8093
孵	24319
暨	11511
亟	3656
摆	13304
湛	3402
麻	13366
醉	4059
症	16452
拔	20755
腔	4417
阵	7395
遣	9707
太	25395
铬	2675
渣	22826
钢	53058
氯	20209
钾	5161
硫	24793
酸	46999
掺	2549
恐	4826
丙	13585
柜	7507
熏	1055
蒸	4666
猎	2730
捕	20215
伐	23024
逆	2549
兑	16115
濒	2902
辑	9878
今	65788
逛	161
跃	9690
竺	317
笔	17691
熊	5375
猫	1464
裂	4818
钱	11277
怖	2215
逃	9520
闯	2147
崛	3179
花	92508
郴	714
晶	9831
赏	3028
霞	10877
饰	17906
伯	2819
贝	8803
乍	114
咖	1195
啡	1175
腰	1151
肯	3249
尼	4465
劲	5859
硅	7076
皖	20871
靶	1363
墨	4841
烯	11920
淮	11837
蒲	2260
梅	20669
舟	4700
捎	133
萧	983
甬	561
阿	13880
淡	4981
肖	10149
辛	8857
翟	1249
萌	2251
浚	2330
赵	20545
滔	343
陇	3654
仇	855
湿	32340
棚	22530
甲	45703
丧	7180
词	17766
筋	5852
泥	44642
榜	13584
沪	39289
淀	7260
泽	10724
隆	10794
戏	18804
摄	10852
英	37333
拜	1120
奋	14454
梦	7690
挺	1413
斋	378
泰	30542
歼	149
岔	1265
岭	19395
邯	4961
郸	4519
邢	5016
浆	15365
峪	1999
宫	6836
翎	111
沧	12313
曙	1951
杏	2779
潞	188
恩	6572
忻	447
耿	1348
墓	8342
绥	2895
巴	16311
彦	7530
淖	4213
桓	331
虎	6418
圣	5182
锦	22403
靖	5573
殉	148
蒙	177
翰	915
罗	67084
泾	2853
鸭	3244
阜	4421
芦	3544
茅	2275
句	1113
姚	6511
煤	157019
柱	10987
汶	1315
淄	1586
皇	6388
碑	2954
潍	1863
畔	746
徕	659
磨	5262
岱	1101
沂	2310
梭	421
渊	978
莒	640
聊	1120
莘	616
菏	941
夷	94875
鄂	22652
垴	145
孝	4768
悟	1525
芳	14325
畈	820
麓	1504
祠	2482
赫	880
槟	214
榔	272
碚	215
柏	8433
黔	14151
甸	4666
滇	4465
缅	945
腊	708
勐	295
傣	239
颇	251
芒	930
仙	14183
牙	3483
凰	2198
斩	557
竹	41193
冼	123
喇	1285
羌	683
圭	134
伊	5504
几	14718
颠	676
叶	28432
茨	374
耶	128
舱	3367
谊	3604
雅	6693
逸	2641
呈	12691
滚	7965
冻	12043
旬	17297
赤	16758
详	51286
疑	22757
腐	21494
烂	844
衰	1392
峻	6443
靴	207
脂	7276
亏	6710
掩	943
娥	908
己	13345
铺	13461
纾	1241
巧	4040
倪	2618
傅	4203
廖	10698
岷	589
臣	1415
旭	6661
裕	7040
桃	6837
邹	3553
毛	14915
茂	7347
薇	1568
晖	3555
蔡	13609
钊	886
钧	1239
鸣	6341
姜	6671
癌	7175
尘	34107
疟	977
虫	21686
垫	6850
肌	1354
沛	976
甫	944
宋	34243
阎	640
斑	2449
匾	2095
佣	1666
陪	3669
颜	4433
瑛	832
缔	17585
栋	6645
墙	32951
契	15482
腾	14543
锅	15909
岁	30853
扁	973
凑	731
吓	352
漠	4298
赞	4231
钩	27688
弥	4083
乃	3720
稽	18558
屡	2557
噱	164
诱	4872
绍	20715
艇	5664
掉	1989
鲟	452
豚	737
钓	1450
矮	389
滋	21276
霸	1643
圆	9051
葆	390
辩	8662
狱	7310
嵌	2341
翻	9294
译	4864
肩	2313
烹	3187
裹	761
卸	11708
罐	11528
哪	6387
喷	17997
洒	7202
肤	1506
唇	322
祛	207
烫	310
摘	5435
倍	24906
瑕	423
疵	409
膏	2887
龋	299
抑	3705
皂	494
臭	41414
愁	1202
搜	18492
噪	13695
涨	7674
碧	4638
剥	4158
揭	4567
帅	1628
炒	5094
纲	33274
炭	33380
亩	56763
赈	1578
哲	3879
奥	11913
缚	497
眷	543
辉	21603
磐	582
帜	2385
铭	4869
匪	101
梗	1020
坝	23889
掏	486
奇	6059
郭	21762
裴	1077
曦	1307
炳	3551
琼	4551
曲	17784
崔	3224
邱	9849
殷	2064
骞	156
吕	5310
艰	9542
苦	7243
钉	2046
韶	1715
衢	1320
柯	3240
垣	656
棱	677
沈	10707
霄	1089
昭	2814
绵	16742
荆	21431
泗	1736
蜀	11788
赣	34455
沭	241
眉	1121
炬	3915
鹿	3544
邑	2484
萍	21340
泸	908
枯	3106
竭	2270
奉	10923
贤	10679
滁	2063
榆	3061
霍	4141
侗	829
彝	1148
枣	3161
亳	1424
遮	2819
挡	6946
愈	1646
晨	6159
漳	28158
莆	65794
崇	15736
咽	757
阴	5024
喘	292
氧	70572
饱	1620
胸	2459
肢	3333
逝	246
哀	251
悼	156
默	1986
舰	1003
笛	315
礁	1436
氏	6554
淫	1273
嫖	435
娼	497
鼠	8262
栽	9908
敌	1134
挠	2822
阈	186
拌	18382
迪	3605
锚	2207
渐	4533
脆	2053
裸	2442
墒	689
堤	15916
俭	4682
砍	1937
蛾	612
蝗	358
毫	4661
剖	3147
寒	5959
乞	3452
庇	1209
漂	2697
浮	12026
刁	1144
绪	2950
琐	423
夜	15511
畏	1200
夺	2544
丸	1144
撂	427
秧	2337
剪	5619
浸	1631
晴	1595
旺	7682
灌	28568
匀	1436
溉	11517
拦	3015
抬	3465
砂	29306
锈	3329
霉	2826
殡	10660
葬	14054
祸	957
灰	12077
祭	3804
魔	434
顽	1437
昂	1306
旁	4973
淋	3895
钮	614
巾	1968
绢	118
袖	690
佑	884
睡	949
眠	937
圃	5027
镜	5241
寻	5896
篇	12207
脖	388
瞪	594
羚	841
蕴	1836
螺	4878
曼	1811
绞	558
熔	2219
忘	3581
惑	2050
郝	1726
鹏	8527
轿	1974
溴	3302
泵	11255
珲	485
芬	4291
汕	3051
很	13111
盼	1837
畴	4426
箕	183
鑫	10980
溧	439
庐	19766
笼	2087
诸	3212
撬	1629
碱	5077
拿	5023
葩	251
喆	513
邓	17084
玮	1736
彪	1728
尹	2324
毅	5547
泼	845
豪	4632
拘	3349
卢	9996
欣	6470
潘	9413
凯	7994
恪	1819
斥	1053
踏	3897
削	7302
歪	704
劝	6099
邦	6053
骅	1015
峙	171
朔	610
翼	4230
苇	386
汾	673
隋	658
沁	3852
罕	3002
鸽	734
卧	2112
浒	221
嘎	5951
猛	1783
庙	9973
饶	4488
盔	391
墩	3701
睢	327
鲤	1204
窑	8742
枞	368
壳	2529
仔	2582
闽	133802
驿	3850
蕉	1477
铅	7592
滕	853
卞	500
昊	1781
羲	125
殿	1892
栾	789
坟	1948
汝	1802
淇	851
冢	437
荥	248
黎	5839
壕	458
郧	407
咀	579
樊	5789
杉	1769
澧	287
沅	371
桐	3314
冶	19606
郁	2019
狮	2954
瑶	10585
樵	242
娅	549
珊	2435
瑚	639
巫	810
帝	1950
旌	241
棠	1094
箐	217
那	4341
洱	876
峁	172
洼	2640
渭	3985
翔	14199
鬃	133
瓷	6726
尕	265
晏	632
塬	299
彭	6331
勒	6024
阔	4224
坤	5023
醇	12973
炀	376
崎	632
升	342
噶	109
潼	771
椿	588
涞	640
栖	2345
昔	175
齿	1453
盂	395
潦	167
祁	2363
祝	4914
砖	11768
琉	237
璃	9279
鹊	1132
轩	1746
辕	144
阮	2454
沃	1733
薛	4357
覃	2349
洑	115
锡	9012
莲	10500
兄	1799
弟	2730
麒	1018
楠	2329
婺	623
椒	1671
戚	508
琅	2842
琊	108
歙	250
屯	4859
黟	152
稠	497
墅	768
姥	124
檀	631
阁	1745
谯	289
鲍	2169
荔	11645
庚	1466
瓯	1022
芷	411
坂	4719
埔	4116
厝	3790
奎	2001
璧	433
衙	165
郓	105
洄	321
庵	838
禹	1893
彼	572
杞	1125
隍	260
侯	23203
亭	13284
偃	223
榕	53265
番	4730
禺	2371
禄	2036
恭	636
